sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample116	sample117	sample118	sample119	sample120	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample131	sample41	sample44	sample45	sample48	sample49	sample51	sample52	sample53	sample54	sample62	sample64	sample66	sample68	sample71	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample82	sample83	sample86	sample87	sample88	sample90	sample91	sample93	sample95	sample96	sample97
ENSG00000234576	-2.477039915	-2.240675081	-2.228596004	-2.483411648	-2.478526383	-2.475054212	-2.471195795	-2.234784146	-2.478763633	-2.480654842	-2.208378676	-2.467663144	-2.475065055	-2.482126064	-2.477295486	-2.482040564	-2.477045542	-2.479472137	-2.480426595	-2.479078022	-2.481669657	-2.480249755	-2.485357924	-2.193602395	-2.47443445	-2.4775816	-2.474432345	-2.222966942	-2.482365933	-2.484412592	-2.487926453	-2.215108538	-2.477345046	-2.483022911	-2.479408047	-2.204633367	-2.480606733	-2.484351117	-2.475802238	-2.482703303	-2.474742215	-2.472761442	-2.480001578	-2.462994847	-2.476977843	-2.479252709	-2.478526062	-2.030767884	-2.477845613	-2.482309391	-2.479855139	-2.481965487	-2.481743006	-2.47887777	-2.224433602	-2.478469032	-2.234406317	-2.477231875	-2.478301388	-2.475555598
ENSG00000235545	3.228504037	3.286015869	3.712758702	3.520884823	3.840442924	2.828598833	3.046093829	4.802580724	3.088199463	2.577338038	3.561487305	3.257461757	3.689961543	2.906228085	3.478886565	4.116415452	3.485743622	2.967494248	2.945341597	3.351259404	3.854468177	3.236960515	4.788785851	5.076779123	3.777326256	4.125266655	4.316867412	2.898056812	3.342678888	3.493303813	2.775252757	5.162493157	3.397355809	3.07955811	5.055398613	5.310222609	3.532925354	3.290603048	4.708195202	3.661656699	2.695982224	3.23785086	3.616153274	4.144039262	3.131901991	3.500193245	3.520232917	3.208451024	2.891950922	3.783635612	4.225393135	2.800396906	3.567231428	3.58113341	3.608579966	3.095367146	4.133613334	4.77524874	4.234140121	3.445685573
ENSG00000236078	3.449509191	4.548565654	3.397118496	4.821588103	2.192120772	1.889863894	3.626056367	4.159303392	2.922928406	2.777641674	2.271942166	2.573006779	2.806377634	2.404458997	2.215298175	2.640323698	2.373855538	2.324567996	2.156607798	2.014871488	5.314143924	4.049766367	3.275130824	3.824937957	3.593623596	2.628859928	2.269836341	2.210023792	2.120648011	2.47556866	1.866039916	2.897390122	4.065388677	3.566409036	3.957017995	4.490605451	4.741533362	1.925870992	1.878473884	1.953553911	2.564210333	1.924986096	1.999185048	2.301868818	1.860632593	2.178510444	3.107856869	2.420500844	3.82537682	2.923451548	2.577176714	2.407861592	1.969733846	3.098412576	2.944888084	2.025243908	2.570518752	2.509492515	3.858960821	2.794414203
ENSG00000237447	-1.780267581	-2.038712346	-2.035093485	-2.041149498	-2.034678195	-2.03007029	-2.024940702	-2.036944167	-2.034992783	-2.037499308	-2.02909869	-2.020235097	-2.030084693	-2.039447811	-2.033045522	-2.039334606	-2.032713884	-2.035932043	-1.796308088	-2.035409603	-1.597179817	-2.036962596	-1.819346971	-1.751467687	-2.029247012	-2.033425109	-2.029244216	-2.033416227	-2.039765385	-2.042473818	-2.047118982	-1.774432772	-2.033111277	-2.04063503	-1.791504036	-2.027997383	-2.037435571	-2.042392496	-2.031063626	-2.040211992	-2.029655872	-2.027023365	-2.036633732	-2.014002229	-2.032624051	-2.03564118	-1.787330358	-2.038446722	-1.784101371	-2.039690529	-1.793614836	-2.039235198	-1.597737703	-1.78899625	-1.784378321	-2.034602145	-1.58557703	-2.032961124	-2.034379828	-2.030736141
ENSG00000240951	-1.902427137	-1.116194672	-1.655186818	-1.911975596	-1.904653579	-1.899453775	-1.893678332	-1.661982109	-1.905008991	-1.907842711	-1.898358801	-1.599606608	-1.89947001	-1.910047956	-1.647638719	-1.909919776	-1.902435565	-1.906070458	-1.907500654	-1.905479984	-1.668932239	-1.662049656	-1.914895171	-1.616795283	-1.898525925	-1.90323841	-1.898522774	-1.903228383	-1.672297664	-1.913476894	-1.918750802	-1.41467305	-1.902884117	-1.675467613	-1.905974433	-1.897118242	-1.907770611	-1.913384677	-1.900573756	-1.910913405	-1.898986673	-1.896021588	-1.906863757	-1.881406455	-1.902334178	-1.905741699	-1.653657115	-1.908914697	-1.903633845	-1.910322803	-1.660132019	-1.909807226	-1.909473709	-1.905179979	-1.431232595	-1.904567668	-1.907086795	-1.902714623	-1.904316543	-1.900204461
ENSG00000230881	0.604863106	0.922494416	1.382783953	0.897463283	0.964446639	0.387691149	0.412807011	0.354214304	0.588826909	1.087470948	0.630365416	0.436003331	0.623369363	0.557810975	0.373182656	0.916082743	0.604810585	0.359135142	0.573447057	0.585912771	0.921142132	1.356544394	1.145452421	1.071052196	0.391712505	0.371333989	1.02219926	0.371377239	1.061030143	1.582995184	0.304774232	1.00245545	0.602016875	0.736858011	0.359548266	1.20170187	0.571785979	0.721592335	0.61644349	0.740542964	0.834158183	0.645161149	0.577369901	0.982037753	0.986094389	0.584294911	0.591031124	0.925235894	0.597354781	0.340869557	1.099927054	0.343081487	1.206128542	0.587768586	0.369252298	0.591560535	0.941972838	1.141278185	0.366686278	0.61875826
ENSG00000245293	5.867924472	6.974235407	8.215311413	6.773651118	7.067608487	6.161411958	6.697523682	8.787058483	6.317222482	5.684003114	8.713341934	6.089307608	6.142014797	6.247644931	5.968149412	5.664817472	6.577637184	6.599003844	6.186447388	6.377357211	6.082175734	6.748134114	9.507472546	9.833437811	8.280051451	6.653652298	8.808547839	6.183906867	6.153178143	6.859582564	5.98906188	9.627302782	6.770611052	6.038416023	8.205148572	9.34743862	6.83676095	5.703642142	8.016207912	6.228602404	6.708045984	6.221145869	7.125024082	8.128746977	6.077851555	6.753821998	7.978193575	7.047707973	5.92937292	6.667155704	7.353653832	6.952703874	6.805768555	6.3278756	7.419634122	6.084091237	8.833078582	9.020127011	6.650913884	5.795532753
ENSG00000248517	-0.551947581	-0.33907418	-0.558405437	-0.156659965	-0.557282134	-0.29513815	-0.530905356	-0.126985634	-0.558133059	-0.130926051	-0.542179917	-0.518114294	-0.544850578	-0.342775725	-0.310364887	-0.143901656	-0.308673301	-0.560673423	-0.564094021	-0.322384944	0.034803353	-0.127116559	-0.581746036	-0.038358981	-0.542581719	-0.553892218	-0.542574145	-0.553868188	-0.344372493	0.288174378	-0.036935228	-0.300344769	-0.099564304	-0.573391055	-0.560443669	-0.539195746	-0.332635815	-0.578144041	-0.300234923	0.438650867	-0.293007741	-0.536555319	-0.328583954	-0.501100726	-0.551724694	-0.323558913	0.071791908	-0.567473653	-0.554839734	-0.570836982	0.056064067	-0.569605733	-0.568809122	-0.321038319	-0.555048928	-0.318286832	-0.563104447	-0.552636803	-0.556475047	-0.082365252
ENSG00000253789	-1.499596741	-1.069055792	-1.258772127	-1.511736291	-1.502431826	-1.49580606	-1.488427638	-1.058265302	-1.502884137	-1.268263269	-1.494408767	-1.481655046	-1.495826772	-1.509289488	-1.500084331	-1.509126719	-1.499607478	-1.504234582	-1.267073022	-1.503483431	-1.069853322	-1.266150241	-1.51543862	-0.981842108	-1.494622081	-1.500630119	-1.494618059	-1.252124392	-1.509746106	-1.513640622	-1.520321674	-1.242839818	-1.500178877	-1.080715216	-1.50411244	-1.492824808	-1.506396303	-1.51352368	-1.242754183	-1.510388261	-1.495210082	-1.491423792	-1.505243446	-1.472675584	-1.499478308	-1.503816387	-1.502431215	-1.271987369	-1.501133677	-1.509638476	-1.264089116	-1.508983789	-1.273925809	-1.258972386	-1.039229138	-1.502322481	-1.265631661	-1.499962977	-1.502002835	-1.2414454
ENSG00000266335	-2.283015058	-2.28825643	-2.28509631	-2.290387908	-1.813869364	-2.280719678	-2.276262402	-2.286711663	-2.285008457	-2.287196511	-2.012969532	-2.27218454	-2.280732211	-2.04875045	-2.283310562	-2.288800396	-2.283021565	-2.285828048	-2.286932384	-2.285372122	-2.28837104	-2.286727755	-2.292642405	-1.99776793	-2.280003474	-2.283641404	-2.280001042	-2.283633662	-2.289177074	-2.291547217	-2.295619564	-1.793130037	-2.283367868	-2.289937749	-2.036383637	-2.009115505	-2.041849194	-2.291476006	-2.28158424	-2.289567678	-2.280359119	-2.27807061	-2.286440594	-2.266799839	-2.28294329	-2.2855742	-2.284733669	-2.28802428	-2.283946708	-2.289111614	-2.286271161	-2.288713485	-2.04701317	-2.28514048	-1.809129707	-2.284667706	-2.039770807	-2.28323701	-2.284473812	-2.281299159
ENSG00000238124	-3.041959892	-3.045131008	-2.787859671	-3.04642206	-3.042999297	-3.040572958	-3.037883297	-3.044195839	-3.043165285	-3.044489308	-3.040062565	-3.035427115	-3.040580527	-3.045520362	-3.042138528	-3.045460417	-3.041963825	-3.043661122	-3.044329432	-3.043385278	-3.045200408	-3.044205579	-3.047788446	-2.509434985	-3.040140453	-2.782609	-3.040138984	-3.042333867	-3.045688552	-3.047124583	-3.049593981	-2.775217264	-3.042173172	-3.04614933	-2.790226359	-3.039484562	-3.044455608	-3.047081425	-3.041095212	-3.045925148	-3.040355207	-3.038973834	-3.044031787	-3.032191223	-3.04191651	-3.043507534	-3.042999073	-3.044990441	-3.04252315	-3.045648904	-3.043929252	-3.045407783	-2.799910488	-3.043245147	-2.783956057	-3.042959177	-3.044136015	-3.042094063	-3.042841908	-3.040922985
ENSG00000144136	9.438555665	10.82178746	11.46408102	9.763311274	10.35306252	9.384674316	9.656096715	11.57439222	10.30404079	9.597557547	11.27505218	9.576826864	9.731895441	9.368059607	10.00261645	9.234512092	10.12942135	9.165582332	9.424827414	9.163801921	9.815670283	9.445799094	11.85518694	11.88915019	10.5279017	10.42576938	11.41617641	9.052863326	10.67385217	9.610969646	9.197743771	11.36531663	9.956494729	9.377906454	10.6018288	11.78390107	9.751501088	9.712494419	11.12454166	9.823483244	10.23297095	10.25372044	9.857945419	10.88579984	9.595245573	10.40844478	10.07584269	10.21171421	9.097976501	9.6665511	10.21459633	9.570039257	9.413702922	10.06498287	11.11355588	8.875106238	11.2888695	11.20935248	10.21854609	9.549090742
ENSG00000216802	5.641466272	5.468157026	6.268005351	6.320403681	5.432942388	5.907507118	5.274971547	6.039268701	5.539818279	5.730340707	6.004565226	5.865415494	5.643775439	5.843587763	5.674477125	5.452736223	4.829522463	4.909461813	5.37058863	5.438515998	5.485947014	5.594371908	6.398765586	7.35498138	5.965643464	5.164605809	5.753405524	5.001056686	6.118590724	5.568948	5.263860468	6.342095551	5.587753609	5.521802883	6.161263372	6.165462335	5.185583199	6.118965931	6.472175162	5.199264412	5.431440588	5.442883629	5.885761466	6.2557257	5.484607955	5.228400427	5.905126446	5.957802951	5.613938662	5.980581551	6.119580323	5.476211785	5.583536155	5.445141171	5.378891103	5.105728607	5.799199006	6.687211115	6.021755167	5.603961215
ENSG00000178789	4.378578126	4.455206781	5.12716627	3.911987429	4.800159824	3.096395266	4.119012165	4.945701439	2.893154384	3.266015811	4.695445543	3.706147364	3.096141499	3.732593325	4.095556102	3.84846164	3.528944199	3.38255785	3.357958725	3.623973141	3.32616843	3.724536323	4.367323971	4.91048755	4.853804152	4.652063289	5.406854323	3.51467351	3.783699713	3.40935428	3.001410208	4.89323028	3.438038785	3.872806686	4.080793683	5.402270988	3.175080924	2.652756525	4.287979682	3.716279917	4.322099921	3.150636088	3.908068877	4.458843995	3.05175012	3.546661741	4.155726242	4.200286933	3.585002117	3.309908963	4.204820992	4.003573795	3.479811181	3.698296549	3.583404752	3.490715873	4.876339034	4.147746694	3.231378102	3.722846276
ENSG00000181514	-2.379950822	-2.143631233	-2.381881748	-2.386788432	-2.381545685	-2.377820566	-2.373682023	-2.383380019	-2.131037154	-2.383829654	-2.377035995	-2.369893668	-2.377832199	-2.146110943	-1.902810194	-2.385316817	-2.379956859	-2.382560494	-2.383584714	-2.382137594	-2.384918742	-2.383394943	-2.388877701	-2.095898123	-2.377155745	-2.380531989	-2.377153487	-2.380524806	-2.385666028	-2.387862872	-2.391635485	-2.117701749	-2.38027819	-2.386371175	-2.382491722	-2.376147067	-2.383778026	-2.38779688	-2.117628274	-2.386028129	-2.112795349	-2.375361225	-2.383128623	-2.364888407	-2.379884227	-2.133239205	-2.381545342	-2.384597228	-2.380815252	-2.385605343	-2.382971481	-1.937823477	-2.384997463	-2.381922721	-2.3808778	-2.381484149	-2.383288347	-2.38015677	-2.381304273	-2.116505402
ENSG00000189299	-0.986102946	-0.063861464	-0.99121987	-1.004242153	-0.525088995	-0.98046124	-0.969506693	-0.751867953	-0.991003837	-0.996385744	-0.978384079	-0.674451978	-0.98049204	-1.000576635	-0.986829357	-1.00033297	-0.98611894	-0.747249838	-0.995735908	-0.991898132	-0.999276098	-0.995232493	-0.782647063	0.248597372	-0.9787011	-0.516640338	-0.978695123	-0.987623641	-0.559051744	-1.007098542	-0.797980194	-0.725027502	-0.986970231	-1.003133405	-0.746861897	-0.710764861	-0.996248765	-1.006923045	-0.982586069	-1.002222067	-0.979575126	-0.973950935	-0.994526084	-0.946220043	-0.985926531	-0.9923951	-0.990328144	-0.758711395	-0.98839325	-0.377979414	-0.536907257	-1.000119023	-0.760957724	-0.528221427	-0.737739039	-0.7411708	-0.353757461	-0.986648548	-0.989689204	-0.981885413
ENSG00000231574	6.821467334	7.714935501	8.007731088	7.134508099	8.133435351	7.496391606	7.667375849	9.390216725	6.287714281	8.108561639	7.993049938	7.622790851	7.530719705	7.379311738	7.008630675	7.532299689	6.91250993	6.535447676	6.77836834	7.87702205	8.141963773	7.196291897	8.980298369	9.987062564	8.886426282	8.164779874	9.46750107	6.1697062	7.672775267	7.412130335	7.587658985	9.800426623	7.885494107	8.131272809	8.819289161	9.944209727	8.09292034	6.804475794	8.216738036	8.40820602	7.116735525	7.580446894	6.867076784	8.213735976	7.269980387	6.827886058	8.88604708	8.096308336	8.197925555	7.862629389	8.920554487	7.114994821	8.11967404	7.957363605	8.430741283	6.662503278	7.991546734	9.524284562	8.499120513	8.033005548
ENSG00000254892	-0.979669873	-0.991879423	-0.743679559	-0.996832989	-0.983679129	-0.974307696	-0.963863446	-0.751953976	-0.984318694	-0.754429518	-0.494198598	-0.954265849	-0.974337	-0.563023718	-0.980359464	-0.993144171	-0.518563666	-0.986228106	-0.988799203	-0.745095348	-0.992145929	-0.988322932	-1.002066482	-0.963519046	-0.972632437	-0.981131333	-0.972626746	-0.523254013	-0.390123991	-0.999524868	-0.450317983	-0.97637219	-0.521219157	-0.995787303	-0.986055414	-0.970088947	-0.989284313	-0.999359563	-0.725536827	-0.766485918	-0.497979166	-0.968105824	-0.750568369	-0.941519314	-0.732583434	-0.355594489	-0.74181614	-0.991339537	-0.98184345	-0.564606604	-0.987259982	-0.385719553	-0.760843371	-0.984626343	-0.982000674	-0.741476958	-0.751448837	-0.980187838	-0.983072522	-0.975662379
ENSG00000124374	9.058343269	9.299530965	9.063700651	9.162548718	9.431797622	9.142384605	9.680805375	9.169615964	9.606919274	9.624382964	9.180631646	9.636440788	9.474023227	9.33658178	9.348584366	9.267169145	9.309126015	9.658428091	9.631587536	9.396212299	9.240816442	9.317577986	9.387738908	8.904932212	9.182968169	9.34986464	9.138870674	9.83638369	9.587820945	8.998257209	9.601363741	8.742105136	9.454039507	9.194140874	9.113380084	8.841705134	9.114180485	9.349466979	9.105884232	9.441818673	9.325356542	9.12719903	9.488987798	9.086413169	9.513445394	9.527515694	9.125594213	9.312896123	9.590660293	9.56023852	9.243007171	9.409220261	9.654273363	9.104940346	9.807151612	9.793726694	9.128649352	9.088270555	9.254054507	9.530511265
ENSG00000249267	7.916760569	7.162604239	6.961976972	7.619043158	7.610415284	7.943587087	7.694987469	6.829152353	7.919012374	7.896699977	7.450058129	8.442073692	7.815681753	7.318533235	7.612299322	7.838505341	7.322387578	7.847730439	7.680441646	8.089880513	7.828490446	7.390711237	6.376458111	6.79026576	7.1081964	7.655481918	6.937728261	7.913749106	8.190048267	6.782419075	7.982190041	6.856116679	8.087305014	7.668077751	6.807167945	6.337293436	7.36596237	7.826331468	6.972426199	6.655473022	7.734470471	7.799055395	7.231346694	6.375920535	7.944488229	8.117376341	7.869973843	6.829233158	8.108085914	8.030900326	6.997620833	7.305946567	8.139663276	7.318882168	7.510581538	7.973481722	7.131950797	7.156158515	8.076724345	7.536145285
ENSG00000088782	-3.689787745	-3.691787506	-3.690581698	-3.692600919	-3.690443486	-3.688912366	-3.687213584	-3.691198035	-3.690548181	-3.691383044	-3.688590118	-3.685661062	-3.688917144	-3.692032861	-3.689900461	-3.691995089	-3.689790227	-3.690860882	-3.691282257	-3.690686928	-3.691831242	-3.691204176	-3.693461287	-3.405270779	-3.688639297	-3.690026662	-3.68863837	-3.690023709	-3.692138836	-3.693043341	-3.694597328	-3.424346587	-3.68992232	-3.692429126	-3.690832592	-3.688225116	-3.691361799	-3.693016166	-3.689242043	-3.692287898	-3.68877489	-3.687902541	-3.691094604	-3.683614211	-3.689760371	-3.437949561	-3.690443345	-3.691698916	-3.690143126	-3.692113855	-3.44032083	-3.691961923	-3.691863642	-3.69059855	-3.432624733	-3.69041818	-3.691160318	-3.689872405	-3.690344209	-3.68913333
ENSG00000104687	9.378601628	9.626253345	9.773776305	9.422829785	9.367370131	9.577053562	9.169420667	9.471758949	9.426824981	9.446643874	9.434887356	9.289278879	9.204634775	9.471615442	9.33649458	9.470718909	9.015232605	9.164667504	9.402615031	9.363473594	9.562392342	9.295290026	9.886902517	9.77803435	9.545651823	9.205459311	9.657220528	9.526241112	9.461654931	9.451362653	9.194241693	9.650388757	9.355425525	9.615263842	9.634759358	9.558768519	9.290651354	9.527342378	9.586457626	9.406382178	9.1499407	9.344234995	9.35383988	9.628584904	9.374073961	9.308004291	9.38197147	9.509467827	9.392282491	9.381367837	9.36383297	9.289784789	9.294582144	9.519976711	9.393406718	9.395282746	9.255654845	9.727344455	9.382096336	9.358020101
ENSG00000114735	8.548011994	8.437547089	8.378613602	8.649720318	8.749794272	8.367991618	8.587221588	8.288856448	8.658419634	8.561041451	8.537391662	8.932778213	8.769419458	8.614355904	8.691397827	8.721142753	8.640779929	8.741384855	8.636205491	8.582971036	8.712249496	8.713030171	8.273322435	8.067344638	8.650985958	8.73265633	8.715839415	8.745508847	8.598522854	8.556782884	8.867924889	8.343759397	8.817506055	8.458044085	8.462003089	8.440986637	8.471871148	8.874110215	8.931298027	8.71043752	8.856867237	8.799668917	8.656594532	8.650825619	8.927110438	8.87262062	9.064397599	8.545933526	8.673753179	8.680184679	8.610912742	8.214693815	8.742864497	8.556875783	8.283316342	8.724982129	8.527685577	8.325748457	8.695948125	8.742882198
ENSG00000125779	8.205224169	8.3790496	8.413102039	8.333054368	8.116209883	8.349917941	8.397447279	8.475017917	8.406714866	8.255897195	8.42046742	7.931246943	8.378366106	8.166995683	8.241348489	8.412512982	8.224178774	8.248080058	8.330974519	8.26230117	8.481997121	8.382901244	8.468270205	8.641365378	8.277957682	8.393433575	8.358527953	8.15050381	8.264657593	8.497339406	8.413903966	8.458846499	8.134710594	8.43069225	8.471655308	8.510500035	8.486045323	8.25122873	8.254519448	8.318355105	8.242423955	8.132233521	8.272769	8.541452308	8.314484252	8.373461841	8.329478324	8.31852142	8.360931274	8.372384885	8.488891436	8.235022599	8.48714987	8.119363068	8.318645614	8.341423533	8.521387381	8.450689271	8.100232651	8.36003904
ENSG00000132357	6.7084217	6.962707172	7.131782858	6.994579593	6.764941472	6.692819311	6.752685893	6.995794323	6.657573272	6.717737669	7.053624877	6.494018951	5.961723443	6.746163803	6.530882721	6.553646808	6.718639752	6.569161774	6.959099035	6.549803544	6.884288072	6.497901861	7.505023271	7.526843325	6.557564714	6.760039471	6.557640487	6.770075221	6.667167417	6.959218637	6.747600847	7.417144442	6.738614388	6.653455556	6.901047798	7.237532325	6.462864029	6.994110216	7.26471463	6.646342391	6.597299726	6.669503756	6.227644421	6.87545984	6.480039108	6.30896782	6.499780842	6.955239337	6.286352535	6.696117991	6.782264818	6.826522953	6.49065232	6.694111891	7.21997301	6.636569722	6.890813452	6.496323536	6.458971247	6.350844775
ENSG00000142405	3.322358481	3.757031394	4.840439925	3.390162006	4.716996998	2.826857335	3.046656929	4.658849421	3.589032519	3.042087498	4.608249135	3.260080818	3.180737831	3.101483718	3.825724972	3.103609535	3.130915001	2.596236001	2.943981303	2.862340132	3.573725363	3.401832331	3.849124681	5.335365619	3.972625982	3.394026408	5.293035882	3.216317852	3.266973222	3.290647856	2.771316029	5.33900331	3.400428691	3.469965055	3.260199078	6.184348377	3.466655771	3.215389792	4.86748913	2.781043857	3.774641026	3.342488784	3.057998037	4.357758335	2.646983782	2.971629554	4.465938656	3.515759812	2.765663687	3.42006249	3.807710739	3.429432108	2.550630348	3.778577411	3.541793305	3.45034827	5.337634343	4.048368084	4.157650107	2.943197222
ENSG00000162947	6.049180059	6.176256632	5.567276971	6.359968854	6.155778161	6.444610926	6.27467561	6.404880955	6.337664328	6.344233033	6.570870261	6.725463216	6.418014908	6.281527203	5.970597848	6.407494974	6.495253408	6.550030428	6.363861022	6.375701547	6.409746186	6.552657564	5.632275819	5.483830841	6.051536213	6.49898545	5.829036151	6.668469625	6.702680136	6.040304633	6.707737199	5.759618168	5.968904009	6.522389017	6.001440373	5.768417695	6.310204557	6.284653234	6.551838729	6.738741015	6.701129797	6.390715565	6.189950527	6.82147887	6.855762652	6.627426867	5.910751888	6.058511892	6.68783202	6.332691991	5.866188954	7.12763067	6.741133504	6.083189269	6.1474456	6.565203455	6.211802506	6.416779658	6.772438472	6.426447958
ENSG00000236385	-1.432952739	-0.991522238	-1.186321889	-1.446364763	-1.436077278	-1.428782252	-1.420687837	-1.193855912	-1.4365762	-1.440555642	-1.161749251	-1.413284598	-1.428805017	-1.443654485	-1.43348978	-1.203556233	-1.176600543	-1.438066516	-1.440075137	-1.437237434	-1.442692843	-1.4397029	-1.221290029	-0.505755436	-1.427481319	-1.434091085	-1.427476902	-1.434077014	-1.20530088	-1.448476645	-1.45590334	-0.570558156	-1.433593931	-1.445544972	-1.437931679	-0.923783214	-1.440454356	-1.448346895	-1.430352869	-1.444871132	-1.428127304	-1.423971057	-1.439180567	-1.403507266	-1.432822316	-1.437604892	-1.436076605	-1.199957093	-1.434646016	-1.204997789	-0.977360223	-1.443316119	-1.201959626	-1.186528292	-1.434768559	-1.435956683	-0.979805599	-1.433356106	-1.43560419	-1.429834947
ENSG00000164938	12.36332929	13.09105229	13.10487907	12.70186784	12.65981354	12.24794269	12.14587088	12.66760026	12.27519896	12.80530891	12.60846158	12.61886146	12.26966551	12.06910727	12.6990542	11.66017038	12.04928565	11.78809284	12.15765021	12.03868498	11.8603926	12.18441238	13.02363801	13.31123674	13.25849253	12.41576959	12.85530938	12.10898778	13.05508762	12.62026806	11.73643284	12.84874717	12.46616827	11.82766451	12.69254678	12.85711362	12.03752763	12.32253169	12.32838956	12.10555981	12.27925794	12.50766461	12.78479367	12.76170708	12.04402734	12.35084351	12.83200473	12.67353315	11.82619705	11.71084001	12.83808347	12.53766991	12.12739925	12.31204777	12.6882039	12.16387503	13.06599726	12.50486315	12.28298642	12.13686991
ENSG00000166002	7.238353681	7.665100229	7.294548315	7.173324988	7.622317452	7.174713571	7.200960244	7.903801451	7.161841173	7.575395489	6.997903705	7.298486174	7.302503583	7.396960104	7.389895408	7.21456731	6.988233202	7.217014305	6.889256551	7.544342988	7.518894838	7.039821761	7.82306149	7.662619648	7.546693453	7.443003102	7.855092197	7.01512401	7.671696664	7.277484818	7.284130425	7.783028918	7.61307701	7.495666101	7.739240901	7.76847321	7.59198227	7.48263132	7.538887377	7.466841345	7.541445816	7.250470439	7.212304574	7.385672501	6.95283186	7.144583815	7.312471234	7.343541329	7.099747128	7.773488248	7.709270039	7.122650649	7.371138823	7.27282835	7.437456153	6.983801356	7.478406341	7.948509399	7.340450204	7.350843215
ENSG00000166900	7.719692374	7.922294933	8.537084044	7.896895872	7.942835531	7.774645253	7.822808296	9.012839997	8.160693534	7.592102468	8.760698516	7.625848888	7.715752993	7.756781152	7.699307141	7.664484691	7.691191307	7.798716592	7.921844229	7.51794962	7.860871365	7.507907431	9.101195877	9.619562112	8.04823902	7.945885765	8.901214475	7.796915304	7.682589036	8.142625111	7.566268176	9.235731474	7.65150128	8.103526908	8.869835679	9.611344167	7.976651804	7.513530108	8.713427246	7.56462585	7.573583205	7.498846347	8.067895438	8.607316823	7.520834067	7.652184128	8.242890117	7.961275984	7.503518301	7.731948109	8.184065224	7.841930057	7.891723128	7.708658674	8.282703746	7.674326636	8.828231023	9.092106662	8.091391653	7.604383268
ENSG00000168938	7.166167745	7.374727664	7.424338442	6.983048571	6.826932585	7.268979666	7.223506739	7.150696433	7.243957865	6.7431824	7.052487682	7.162048709	6.941133521	7.316458683	6.996994227	7.106761256	6.916995872	7.282500473	7.210067565	6.872178987	7.152781322	6.441493495	7.413200174	7.039856088	7.020962482	7.003709909	6.964227546	7.168894463	6.961342248	7.154983495	7.095258127	7.269509825	7.241458813	7.289942333	7.333754988	7.153509679	6.929458391	7.317406501	7.3190404	6.823603548	6.327307743	6.891897771	7.179351797	7.015452975	6.650186775	6.449775413	6.768457884	7.061770676	6.994240478	6.811971845	7.122685203	7.068715716	7.027193324	6.814581682	7.314320672	7.158251109	7.207031998	6.783553238	6.725216062	6.757386757
ENSG00000178279	-1.034578339	-0.402969977	-0.78619096	-1.052953029	-0.784286174	-1.028883565	-0.739315631	-1.043773911	-1.039533086	-1.044982457	-1.026789269	-0.239341602	-1.028914628	-0.806116964	-1.035312277	-1.04898471	-1.034594497	-1.04157291	-1.044324012	-1.040437987	-1.047912644	-1.043814015	-1.058601258	0.362276293	-1.027108821	-1.036134209	-1.027102796	-1.036114973	-0.248214205	-0.819925827	-1.066084556	-0.337196283	-1.035454629	-1.05182704	-1.041388309	-0.753505307	-0.581229308	-1.05567715	-1.03102726	-1.050901808	-1.027989982	-1.022323881	-1.0430985	-0.994525057	-1.03440012	-1.040940953	-0.784284225	-1.047047176	-1.036892913	-0.807225561	-0.214645303	-1.04876766	-0.803799678	-0.786423116	-0.557121037	-1.038685482	-1.043527596	-1.03512958	-1.038203299	-1.030320233
ENSG00000179409	7.462081917	7.553635654	7.332427626	7.463133486	7.589724567	7.560045705	7.773663252	7.269801808	7.586533911	7.645504085	7.397495394	7.820971635	7.816629106	7.578422442	7.490277922	7.226928044	7.541610518	7.517153492	7.677532915	7.78187284	7.439010238	7.590675843	7.119965746	7.040702308	7.707594626	7.545556966	7.47855635	7.607953801	7.579560996	7.286676498	7.806501795	7.227514026	7.627313617	7.657415132	7.473912737	7.287281994	7.562468578	7.519011829	7.350744823	7.89656474	7.673330574	7.842427795	7.702289129	7.333503257	7.704533721	7.525029238	7.395848818	7.203150698	7.947699306	7.709054492	7.56322503	7.423025683	7.856256584	7.492918667	7.462121094	7.660158238	7.363373577	7.492585944	7.608669424	7.522653061
ENSG00000182405	4.952496375	5.066130525	4.861077853	5.056689149	4.802208403	5.173381865	4.968421625	4.84936033	5.259146365	5.287753594	4.784464378	5.241704489	5.3105687	5.048030501	5.259606914	5.326387503	4.919041834	5.433957193	5.227061156	5.038859686	5.138094747	5.256216096	4.809175247	4.66284638	4.651070904	4.901622642	4.780921341	5.144829556	5.620864652	4.894860243	5.151839835	5.025287456	4.727959431	4.992935158	4.497892279	4.180014888	5.17322736	5.097692305	5.176676446	5.510274021	5.321780272	5.16089793	5.03685191	4.770958752	4.77815014	4.912837947	5.085388475	5.14796966	4.823926721	5.470908584	4.760185737	5.838193764	5.376753687	4.755120013	4.822061693	5.058900211	5.188394325	4.518267494	5.43274427	4.861489985
